,BU.SHF,HC.SHF,I.DCE,J.DCE,JM.DCE,L.DCE,MA.CZC,PP.DCE,RB.SHF,TA.CZC,V.DCE,ZC.CZC
2018-02-07,-46,0,0,-3,9,0,31,0,0,0,-29,16
2018-02-08,-46,0,0,-3,9,0,31,0,0,0,-29,16
2018-02-09,-47,0,0,-3,9,0,31,0,0,0,-29,16
2018-02-12,-47,0,0,0,9,0,31,-23,0,0,-29,16
2018-02-13,0,0,0,0,9,0,31,-23,-21,0,-29,16
2018-02-14,0,0,0,0,9,0,31,-23,-21,0,-29,16
2018-02-22,0,0,0,0,9,-36,31,-23,-21,0,0,16
2018-02-23,-48,0,0,0,9,-36,32,-23,0,0,0,16
2018-02-26,-49,0,-12,-3,9,0,32,0,0,0,0,16
2018-02-27,-49,0,0,-3,9,0,32,0,-21,0,0,16
2018-02-28,-49,0,0,-3,9,-36,32,0,0,0,0,17
2018-03-01,-50,18,0,0,9,-37,0,0,0,0,-30,17
2018-03-02,-50,18,0,0,9,-37,0,0,0,0,-30,17
2018-03-05,-50,19,0,0,9,-37,0,-23,0,0,0,17
2018-03-06,-50,0,13,0,9,-37,0,-23,0,0,0,17
2018-03-07,-50,0,13,0,9,-37,0,-23,0,0,0,17
2018-03-08,0,19,0,0,9,-37,0,-23,0,0,-30,17
2018-03-09,-50,19,14,0,9,-37,0,-24,0,0,0,0
2018-03-12,0,0,15,3,9,-37,0,-24,0,0,-30,0
2018-03-13,-50,0,15,3,9,-37,0,-24,0,0,0,0
2018-03-14,0,19,0,3,9,-37,0,-24,0,0,-30,0
2018-03-15,0,0,0,3,9,-37,0,-24,0,0,-30,17
2018-03-16,0,0,0,3,9,-37,33,-24,0,0,-30,0
2018-03-19,0,0,0,3,9,-37,33,-24,0,0,-30,0
2018-03-20,0,0,17,3,9,-37,0,-24,0,0,-30,0
2018-03-21,-50,0,0,3,9,-37,0,-24,0,0,0,17
2018-03-22,-50,0,0,3,9,-37,0,-24,0,0,0,17
2018-03-23,-50,0,0,3,9,0,0,-24,0,0,-30,17
2018-03-26,-50,19,0,3,9,-37,0,0,0,0,-30,0
2018-03-27,-50,19,0,3,9,0,0,-24,0,0,-30,0
2018-03-28,-49,0,0,3,9,-37,33,-24,0,0,0,0
2018-03-29,-49,0,0,3,9,-37,0,-24,22,0,0,0
2018-03-30,-49,0,0,3,9,-37,0,-24,22,0,0,0
2018-04-02,-49,0,0,3,9,-37,33,0,0,0,-30,0
2018-04-03,-49,0,0,3,9,0,0,-24,22,0,-30,0
2018-04-04,0,19,0,0,9,-37,0,-24,22,0,-30,0
2018-04-09,-48,0,0,3,9,0,0,-24,22,0,-30,0
2018-04-10,0,20,0,0,9,-37,0,-24,22,0,-30,0
2018-04-11,0,20,-17,0,9,0,0,-24,23,0,-30,0
2018-04-12,-47,20,-17,3,9,0,0,-24,0,0,0,0
2018-04-13,-47,20,0,3,9,0,0,-24,0,0,-31,0
2018-04-16,-47,20,0,3,9,0,0,-24,0,0,-31,0
2018-04-17,-47,20,0,0,9,0,0,-24,23,0,0,-16
2018-04-18,-46,20,0,0,9,0,33,-24,0,0,0,-17
2018-04-19,-46,21,-17,0,9,0,33,0,0,0,0,-17
2018-04-20,0,21,-17,0,9,0,33,0,0,0,-32,-17
2018-04-23,0,21,-17,0,9,0,33,0,0,0,-32,-17
2018-04-24,0,21,-16,0,9,0,33,0,0,0,-32,-17
2018-04-25,0,21,-16,0,9,0,33,0,0,0,-32,-17
2018-04-26,0,21,0,0,9,0,33,-25,0,0,-32,-17
2018-04-27,0,21,0,0,9,0,33,-25,0,0,-32,-17
2018-05-02,0,21,0,0,9,0,33,-25,0,0,-32,-17
2018-05-03,0,21,-16,-3,9,0,33,-25,0,0,0,0
2018-05-04,-43,21,-16,0,9,0,33,-25,0,0,0,0
2018-05-07,-42,22,0,0,9,0,33,-25,0,0,0,-17
2018-05-08,-42,22,0,-3,8,0,33,0,0,0,0,-17
2018-05-09,0,22,-16,-3,8,0,33,0,0,0,0,-18
2018-05-10,-41,22,0,0,8,0,34,-25,0,0,0,-18
2018-05-11,0,22,0,0,8,0,34,-25,0,-51,0,-18
2018-05-14,0,23,-15,-3,8,0,34,0,0,0,0,-18
2018-05-15,0,23,-15,-3,8,0,34,0,0,0,0,-18
2018-05-16,0,23,-15,-3,8,0,34,0,0,0,0,-18
2018-05-17,0,23,0,-3,8,0,34,-25,0,0,0,-18
2018-05-18,0,23,-15,-3,8,0,34,0,0,0,0,-18
2018-05-21,-36,23,0,0,8,0,34,-25,0,0,0,-18
2018-05-22,-35,23,0,0,8,0,34,-25,0,-49,0,0
2018-05-23,-34,24,0,0,8,0,34,-25,0,-48,0,0
2018-05-24,-33,24,0,0,8,0,34,-25,0,-48,0,0
2018-05-25,-32,24,-15,0,8,0,34,-25,0,0,0,0
2018-05-28,-32,24,-14,0,8,0,33,0,0,-47,0,0
2018-05-29,-31,24,-14,0,8,0,33,-25,0,0,0,0
2018-05-30,0,24,-14,0,8,0,33,-25,0,-47,0,0
2018-05-31,0,24,-14,0,8,0,33,-24,0,0,-30,0
2018-06-01,0,25,-14,0,8,0,33,-24,0,-46,0,0
2018-06-04,0,25,-14,0,8,0,33,-24,0,0,-30,0
2018-06-05,0,25,-13,0,8,0,33,-24,0,0,-30,0
2018-06-06,0,25,-13,0,8,0,32,-24,0,0,-29,0
2018-06-07,0,25,-13,0,8,0,32,-24,0,0,-29,0
2018-06-08,0,26,-13,3,8,0,0,-24,0,0,-29,0
2018-06-11,0,26,-13,0,8,0,32,-24,0,0,-29,0
2018-06-12,0,26,-13,0,8,0,0,-24,0,0,-29,18
2018-06-13,0,26,-13,0,8,0,0,-24,0,0,-28,18
2018-06-14,0,26,-13,0,8,-33,32,-24,0,0,0,0
2018-06-15,0,27,-13,0,8,0,32,-24,0,-43,0,0
2018-06-19,0,27,-13,0,8,-33,32,-25,0,0,0,0
2018-06-20,0,28,-13,3,8,-33,0,-25,0,0,0,0
2018-06-21,0,28,0,3,8,-33,0,-25,0,0,-28,0
2018-06-22,0,28,-12,3,8,0,0,-26,0,0,-28,0
2018-06-25,0,28,-12,3,8,0,0,-26,0,0,-28,0
2018-06-26,0,29,-12,3,8,0,0,-26,0,-45,0,0
2018-06-27,0,29,-12,3,8,-33,0,-27,0,0,0,0
2018-06-28,0,29,-12,3,8,0,0,-27,0,-46,0,0
2018-06-29,0,30,-12,3,8,0,0,-28,0,-46,0,0
2018-07-02,0,30,-12,3,8,-33,0,-28,0,0,0,0
2018-07-03,0,30,-12,3,8,0,0,-28,0,0,-28,0
2018-07-04,0,31,-12,3,8,0,0,-29,0,0,-28,0
2018-07-05,0,31,-12,3,8,0,0,-29,0,0,-28,0
2018-07-06,0,31,-12,3,8,0,0,-30,0,0,-28,0
2018-07-09,0,31,-12,3,8,0,0,-30,0,0,-28,0
2018-07-10,0,31,-12,3,8,0,0,-31,0,0,-27,0
2018-07-11,0,32,-12,3,8,-33,0,-31,0,0,0,0
2018-07-12,0,32,-12,3,8,0,0,-32,0,0,-27,0
2018-07-13,0,0,-12,3,8,-33,37,-32,0,0,0,0
2018-07-16,0,0,-12,3,8,-33,37,-33,0,0,0,0
2018-07-17,0,0,-12,3,8,-33,37,-33,0,0,0,0
2018-07-18,0,0,-12,3,8,-33,0,-33,0,0,0,17
2018-07-19,0,0,-11,3,8,0,0,-33,0,0,-27,17
2018-07-20,0,32,-11,3,8,0,0,-33,0,0,-27,0
2018-07-23,0,0,-11,3,8,0,39,-34,0,0,-27,0
2018-07-24,0,0,-11,0,8,0,40,-34,0,0,-27,17
2018-07-25,0,33,-11,0,8,-33,41,-35,0,0,0,0
2018-07-26,0,32,-12,0,8,-33,42,-35,0,0,0,0
2018-07-27,0,32,-12,0,8,-33,42,-36,0,0,0,0
2018-07-30,0,0,-12,0,8,0,43,-36,0,0,-27,17
2018-07-31,0,32,-12,-3,8,0,0,-37,0,0,0,18
2018-08-01,0,0,-12,0,8,0,0,-37,0,41,-28,18
2018-08-02,0,32,0,-3,8,0,45,-38,0,0,-28,0
2018-08-03,0,32,0,-3,8,0,0,-38,0,0,-28,18
2018-08-06,0,32,-12,-3,8,0,0,-38,0,0,0,18
2018-08-07,0,32,-12,-3,8,0,45,-38,0,0,0,0
2018-08-08,0,32,-13,-3,8,0,0,0,0,35,0,-18
2018-08-09,0,32,-13,-3,8,0,0,0,0,35,-30,0
2018-08-10,0,33,-13,-3,8,0,0,0,0,34,0,-19
2018-08-13,0,33,-13,-3,9,0,0,0,0,34,-30,0
2018-08-14,0,33,-13,-3,9,0,-43,0,0,33,0,0
2018-08-15,0,33,0,-3,9,0,-42,-36,0,32,0,0
2018-08-16,0,33,0,0,9,-36,0,-36,0,31,-31,0
2018-08-17,19,0,0,-3,9,0,-40,0,0,31,-31,0
2018-08-20,19,0,-15,-3,9,0,-39,0,0,29,0,0
2018-08-21,20,0,-15,-3,10,0,-39,0,0,29,0,0
2018-08-22,20,0,0,0,10,-39,-39,-35,0,28,0,0
2018-08-23,20,0,0,-3,10,-39,-38,0,0,27,0,0
2018-08-24,20,0,-16,0,10,-40,0,0,0,26,0,-21
2018-08-27,20,0,-16,0,10,-40,0,0,0,25,0,-21
2018-08-28,0,0,0,0,11,-41,0,-35,27,25,-34,0
2018-08-29,20,0,-17,0,11,-42,0,-35,0,24,0,0
2018-08-30,0,0,-17,0,11,-43,0,-35,27,23,0,0
2018-08-31,0,0,-18,0,11,-45,0,0,27,23,0,-22
2018-09-03,0,0,-18,0,11,-46,0,-36,27,22,0,0
2018-09-04,0,0,-18,3,11,-47,0,-36,0,21,0,0
2018-09-05,0,0,-18,3,12,-47,0,-35,0,21,0,0
2018-09-06,0,0,-18,3,12,-47,0,-35,0,20,0,0
2018-09-07,0,0,-18,3,12,0,0,-35,0,20,0,-22
2018-09-10,0,0,-18,3,12,0,0,-35,0,19,0,-22
2018-09-11,-19,0,0,3,12,0,0,-34,0,19,0,-22
2018-09-12,0,0,-18,3,12,-48,0,0,0,19,0,-22
2018-09-13,0,0,-19,3,12,-48,0,0,0,18,0,-22
2018-09-14,0,0,-19,3,12,-48,0,-34,0,18,0,0
2018-09-17,0,0,-19,3,12,-48,0,0,0,18,0,-22
2018-09-18,0,0,-19,3,12,0,0,-34,0,18,0,-22
2018-09-19,0,0,-19,3,12,-49,0,0,0,18,0,-22
2018-09-20,0,0,-19,3,12,-49,0,0,0,18,0,-22
2018-09-21,0,0,-19,3,12,-49,0,0,26,0,0,-22
2018-09-25,0,0,-19,3,12,0,0,0,26,0,-43,-22
2018-09-26,0,0,0,3,12,-49,0,0,26,0,-44,-23
2018-09-27,0,0,-19,3,12,-49,0,0,26,0,0,-23
2018-09-28,0,0,-19,3,13,-49,0,0,26,0,0,-23
2018-10-08,0,0,0,3,13,-49,0,0,26,0,-44,-23
2018-10-09,0,36,0,0,13,-49,-30,0,26,0,0,-23
2018-10-10,0,36,0,0,13,-49,-30,0,26,0,0,-23
2018-10-11,0,36,-19,0,13,0,0,0,26,0,-44,-23
2018-10-12,0,36,0,0,13,-50,0,0,26,0,-45,-23
2018-10-15,0,37,0,0,13,0,-29,0,26,0,-45,-23
2018-10-16,0,37,0,0,13,-51,0,0,27,0,-45,-23
2018-10-17,0,37,0,0,13,-51,0,0,27,0,-45,-23
2018-10-18,0,37,0,-3,13,0,0,0,26,0,-45,-22
2018-10-19,0,37,0,0,13,-51,0,0,26,0,-45,-22
2018-10-22,0,37,0,0,13,-51,-28,0,26,0,0,-22
2018-10-23,0,0,0,3,13,-51,0,0,26,-16,-45,0
2018-10-24,0,0,0,3,13,-51,0,0,26,-16,-45,0
2018-10-25,17,0,0,3,13,-51,-27,0,0,0,-45,0
2018-10-26,17,0,0,0,13,-51,0,0,26,0,-44,-22
2018-10-29,17,0,0,3,13,-51,0,0,0,0,-44,-22
2018-10-30,17,0,0,3,13,0,0,0,0,-16,-44,-22
2018-10-31,0,0,0,3,13,0,0,0,25,-16,-44,-22
2018-11-01,0,0,0,3,13,0,0,0,25,-16,-44,-22
2018-11-02,0,0,0,3,13,0,0,0,25,-16,-44,-22
2018-11-05,0,0,19,3,13,-50,0,0,0,0,-44,-22
2018-11-06,0,0,0,3,13,-50,0,0,25,-16,0,-22
2018-11-07,0,0,0,3,13,0,0,0,25,-16,-44,-22
2018-11-08,0,0,0,3,13,-50,0,0,25,0,-44,-22
2018-11-09,0,0,0,3,13,-49,-26,0,25,0,-43,0
